State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Year_Built,Nearby_Schools,Nearby_Hospitals,Furnished_Status,Parking_Space,Floor,Total_Floors,Facing,Owner_Type,Availability_Status,Security,Amenities,Public_Transport_Accessibility,Price_per_SqFt,Age_of_Property,Future_Price_5Y,Good_Investment
Gujarat,Chennai,Koramangala,Villa,4,3473,80.30766901260628,2006,4,3,Furnished,1,24,25,West,Second,Under Construction,No,Luxury,Excellent,2312.342902752844,19,117.99831286258379,1
Delhi,Delhi,Connaught Place,Independent House,3,1638,66.36187052909392,1995,2,3,Unfurnished,2,21,8,West,Second,Ready to move,No,"Gym, Pool, Park",Average,4051.396247197431,30,97.5073595973642,1
Delhi,Delhi,Andheri,Penthouse,2,3134,405.63575676302514,2011,8,1,Semi-Furnished,2,2,22,South,First,Ready to move,Yes,"Gym, Pool",Good,12943.068180058237,14,596.0120063659285,1
Maharashtra,Chennai,Whitefield,Apartment,1,3244,435.7405083652017,2018,0,2,Semi-Furnished,0,11,14,East,Third+,Under Construction,Yes,"Gym, Pool, Park",Good,13432.198161689326,7,640.2457631400964,0
Tamil Nadu,Mumbai,Bandra,Apartment,2,2425,300.2054820214331,2009,0,6,Furnished,2,11,9,East,Second,Under Construction,Yes,"Gym, Pool, Park",Average,12379.60750603848,16,441.10034354336943,1
Telangana,Chennai,Koramangala,Independent House,4,2930,195.6802629202499,2018,2,4,Semi-Furnished,1,6,3,South,First,Ready to move,Yes,"Gym, Pool, Park",Average,6678.507266902727,7,287.5185043843293,1
Maharashtra,Hyderabad,Whitefield,Independent House,2,1455,333.2622253161074,2014,5,0,Semi-Furnished,2,15,29,West,Third+,Ready to move,Yes,"Gym, Pool",Good,22904.62029663968,11,489.6715445938045,1
Karnataka,Ahmedabad,Bandra,Independent House,1,414,166.7187548443795,2014,1,2,Semi-Furnished,0,19,9,North,First,Ready to move,Yes,Luxury,Excellent,40270.23063873901,11,244.9645474219829,0
Telangana,Ahmedabad,Bandra,Penthouse,2,2269,134.42513223366473,2004,0,1,Unfurnished,1,2,24,West,Second,Ready to move,Yes,"Gym, Pool, Park",Excellent,5924.421870148291,21,197.51462101847636,1
Tamil Nadu,Mumbai,Connaught Place,Villa,5,416,254.30970057308744,2005,7,5,Furnished,1,6,12,South,First,Ready to move,Yes,Luxury,Average,61132.13956083833,20,373.66438325463855,0
Karnataka,Bangalore,Koramangala,Villa,3,2981,123.75383725106225,2012,9,3,Unfurnished,0,21,15,South,Third+,Ready to move,No,"Gym, Pool, Park",Average,4151.420236533453,13,181.83498768472356,1
Gujarat,Chennai,Koramangala,Apartment,4,2179,252.177731991283,1996,8,3,Unfurnished,0,13,17,South,Second,Under Construction,Yes,"Gym, Pool",Average,11573.094630164433,29,370.5318219585378,0
Karnataka,Mumbai,Whitefield,Villa,3,2349,479.17112262251453,2022,9,7,Semi-Furnished,2,3,9,North,Third+,Ready to move,Yes,"Gym, Pool, Park",Good,20398.940937527226,3,704.0595840610365,1
Gujarat,Ahmedabad,Bandra,Penthouse,3,480,423.09633709634744,2000,0,2,Furnished,0,9,24,West,First,Ready to move,No,"Gym, Pool, Park",Poor,88145.07022840572,25,621.6673272869009,0
Telangana,Bangalore,Koramangala,Villa,1,3103,471.9828413600107,2010,2,4,Semi-Furnished,3,23,8,North,First,Under Construction,Yes,Luxury,Poor,15210.533076378044,15,693.4976405781043,0
Gujarat,Chennai,Koramangala,Penthouse,2,2883,407.0379079267321,2018,4,6,Furnished,0,1,6,East,First,Under Construction,Yes,"Gym, Pool, Park",Good,14118.553864957756,7,598.072226438681,1
Telangana,Delhi,Whitefield,Apartment,3,3479,190.2804492542128,2001,6,6,Semi-Furnished,3,21,9,West,Second,Ready to move,Yes,"Gym, Pool, Park",Average,5469.400668416581,24,279.58440655533263,1
Telangana,Chennai,Connaught Place,Independent House,4,1418,409.7817145047484,2017,9,1,Furnished,0,15,15,South,First,Ready to move,Yes,"Gym, Pool, Park",Poor,28898.56942910778,8,602.1037784810688,0
Telangana,Pune,T Nagar,Penthouse,2,3126,462.99955690554276,2013,3,1,Furnished,3,2,24,West,Second,Under Construction,No,Luxury,Good,14811.246222186268,12,680.2982485072736,0
Telangana,Chennai,Andheri,Independent House,1,1179,474.57717816178615,2006,5,4,Semi-Furnished,3,14,18,South,First,Ready to move,Yes,Basic,Good,40252.517231703656,19,697.3095724816285,0
Telangana,Pune,T Nagar,Apartment,3,2224,347.93496832879856,2012,0,4,Semi-Furnished,0,7,22,North,First,Under Construction,Yes,Luxury,Excellent,15644.557928453172,13,511.23061786602267,0
Karnataka,Bangalore,Koramangala,Penthouse,2,2633,121.45598903125432,2004,3,6,Unfurnished,1,15,28,West,Second,Under Construction,Yes,"Gym, Pool, Park",Good,4612.83665139591,21,178.45869477913487,1
Telangana,Chennai,Bandra,Penthouse,3,2869,39.06999361505161,2001,7,2,Unfurnished,1,10,11,South,Second,Ready to move,Yes,Basic,Average,1361.7983135256748,24,57.40663857899208,1
Karnataka,Bangalore,Andheri,Villa,2,2913,90.65610951687476,1998,4,6,Furnished,3,23,24,North,Second,Under Construction,Yes,Luxury,Excellent,3112.1218509054156,27,133.20356704659983,1
Telangana,Bangalore,Andheri,Penthouse,2,2530,483.4625205890938,2011,7,2,Semi-Furnished,1,10,14,West,Third+,Under Construction,Yes,Luxury,Poor,19109.19053711833,14,710.3650555820539,0
Gujarat,Ahmedabad,Bandra,Apartment,2,3014,241.8064756125293,2011,0,5,Semi-Furnished,0,10,13,West,First,Ready to move,Yes,Basic,Good,8022.776231338066,14,355.29304376954394,1
Telangana,Mumbai,Andheri,Independent House,3,3090,430.3932871193876,1998,9,3,Unfurnished,3,0,13,East,Third+,Ready to move,Yes,Basic,Excellent,13928.585343669502,27,632.3889408307602,1
Tamil Nadu,Bangalore,Bandra,Penthouse,3,724,243.22119370797972,2015,8,7,Semi-Furnished,2,1,22,West,First,Under Construction,Yes,Basic,Good,33594.08752872648,10,357.37172878794627,1
Telangana,Bangalore,Andheri,Apartment,2,2498,337.1924400607229,1999,3,3,Furnished,3,19,13,East,First,Ready to move,Yes,Basic,Good,13498.496399548554,26,495.4463194659214,1
Telangana,Ahmedabad,Whitefield,Apartment,4,1450,31.58757301872015,1995,8,4,Furnished,2,0,27,West,First,Ready to move,Yes,"Gym, Pool",Excellent,2178.4533116358725,30,46.41250791437567,1
Gujarat,Ahmedabad,Whitefield,Penthouse,1,1076,139.93517250529607,2013,7,0,Furnished,2,18,25,East,First,Under Construction,No,"Gym, Pool",Poor,13005.127556254281,12,205.61067789388298,0
Delhi,Chennai,T Nagar,Villa,1,2429,229.40925442044283,2016,7,0,Unfurnished,3,19,16,North,Third+,Under Construction,Yes,"Gym, Pool",Good,9444.596723772864,9,337.0774585977113,0
Gujarat,Ahmedabad,Andheri,Penthouse,3,3428,322.70290263399835,2020,1,0,Furnished,2,9,12,West,First,Ready to move,Yes,Basic,Average,9413.736949649894,5,474.1564353049906,1
Tamil Nadu,Chennai,Connaught Place,Penthouse,1,2411,102.33017026552568,2017,2,1,Unfurnished,1,18,21,North,Third+,Ready to move,Yes,"Gym, Pool, Park",Poor,4244.30403423997,8,150.35659227486144,1
Delhi,Delhi,Bandra,Villa,3,1192,386.98470284983523,2005,9,2,Unfurnished,2,20,24,West,Second,Under Construction,Yes,"Gym, Pool, Park",Poor,32465.159635053293,20,568.607489189368,0
Maharashtra,Ahmedabad,Andheri,Apartment,5,3104,194.91425894539393,1995,8,4,Furnished,1,10,26,West,Third+,Ready to move,No,"Gym, Pool, Park",Good,6279.454218601609,30,286.39299323713294,1
Maharashtra,Mumbai,Whitefield,Penthouse,3,1594,412.3689292322645,2002,2,3,Unfurnished,3,11,18,West,First,Ready to move,Yes,Luxury,Poor,25870.07084267657,23,605.9052457209187,0
Tamil Nadu,Bangalore,Whitefield,Villa,3,2564,67.0251633896323,1998,7,0,Unfurnished,2,9,12,West,Third+,Ready to move,Yes,"Gym, Pool, Park",Excellent,2614.0859356330852,27,98.48195442049423,1
Gujarat,Mumbai,Bandra,Independent House,3,3475,346.2831620875385,2023,4,3,Furnished,2,6,5,West,Third+,Ready to move,Yes,"Gym, Pool",Excellent,9964.983081655786,2,508.8035725783059,1
Karnataka,Pune,Connaught Place,Independent House,2,1304,160.7975999391249,2019,6,2,Furnished,1,23,17,West,Second,Ready to move,Yes,Basic,Poor,12331.104289810191,6,236.26442827261027,1
Tamil Nadu,Ahmedabad,Andheri,Villa,2,901,401.7839235788566,2021,3,5,Unfurnished,1,7,21,South,Second,Under Construction,Yes,Luxury,Good,44593.11027512282,4,590.3523997212798,1
Delhi,Bangalore,Andheri,Apartment,2,1198,213.04180498035709,2021,7,5,Unfurnished,3,10,23,West,Second,Ready to move,Yes,"Gym, Pool",Average,17783.1222855056,4,313.02830558978883,1
Delhi,Mumbai,Connaught Place,Villa,5,3304,339.3678234865119,2016,3,4,Semi-Furnished,3,17,1,East,First,Under Construction,Yes,"Gym, Pool, Park",Good,10271.423229010652,9,498.64267141123855,1
Telangana,Ahmedabad,Connaught Place,Apartment,2,1523,468.46652894550726,2009,4,0,Furnished,2,15,13,West,Third+,Under Construction,Yes,Basic,Good,30759.456923539543,16,688.331024020674,0
Maharashtra,Ahmedabad,Connaught Place,Independent House,2,1542,29.90078336660689,2011,0,7,Semi-Furnished,0,0,10,North,Third+,Ready to move,Yes,"Gym, Pool, Park",Good,1939.0910095075806,14,43.93406051886995,1
Delhi,Delhi,Whitefield,Penthouse,4,2516,25.336055520499343,2012,9,0,Unfurnished,2,5,3,East,Second,Ready to move,Yes,"Gym, Pool",Poor,1006.9974372217546,13,37.22697773163333,1
Tamil Nadu,Delhi,Bandra,Villa,3,3111,389.73404104482245,1997,7,5,Semi-Furnished,2,16,6,East,First,Under Construction,Yes,"Gym, Pool",Poor,12527.613019762857,28,572.6471689918815,1
Delhi,Bangalore,Connaught Place,Independent House,5,3239,330.2686647238775,2012,6,4,Unfurnished,3,21,16,East,First,Ready to move,Yes,"Gym, Pool",Good,10196.624412592699,13,485.27302196603915,1
Tamil Nadu,Pune,Bandra,Penthouse,3,620,160.63026584212767,2020,4,3,Semi-Furnished,3,12,28,South,First,Ready to move,No,"Gym, Pool, Park",Average,25908.107393891558,5,236.01855958568626,1
Karnataka,Delhi,T Nagar,Independent House,2,3457,257.31041733164597,2001,5,2,Unfurnished,2,22,1,West,Second,Ready to move,Yes,Basic,Good,7443.170880290598,24,378.0734206385129,1
Telangana,Delhi,Andheri,Villa,4,2670,40.129119487457,2022,0,5,Unfurnished,1,24,19,North,First,Under Construction,Yes,Basic,Average,1502.9632766837826,3,58.962841960182615,0
Maharashtra,Pune,Andheri,Villa,2,3124,112.37389057339557,2011,7,5,Unfurnished,3,9,8,North,First,Ready to move,Yes,Luxury,Good,3597.1155753327644,14,165.11411251874102,1
Delhi,Mumbai,Koramangala,Penthouse,2,2658,223.75825977304038,2019,8,2,Furnished,2,9,9,North,First,Ready to move,No,Luxury,Average,8418.294197631316,6,328.77429350043633,1
Tamil Nadu,Delhi,T Nagar,Villa,3,1330,420.3413197863115,2012,4,2,Unfurnished,0,0,23,South,Second,Under Construction,Yes,Luxury,Good,31604.610510248982,13,617.619303001195,1
Gujarat,Chennai,Connaught Place,Independent House,3,1285,250.24024777284072,2014,9,5,Furnished,2,6,20,South,Second,Under Construction,Yes,"Gym, Pool",Excellent,19473.949243022624,11,367.6850219980237,1
Maharashtra,Hyderabad,Connaught Place,Penthouse,4,3329,301.45400217246976,2002,6,3,Unfurnished,0,19,23,South,Third+,Ready to move,Yes,Basic,Poor,9055.392074871426,23,442.9348292557382,1
Karnataka,Hyderabad,Whitefield,Penthouse,5,661,439.40182015701464,2005,9,3,Semi-Furnished,0,8,7,West,Third+,Ready to move,No,"Gym, Pool, Park",Good,66475.31318563006,20,645.6254313537261,0
Tamil Nadu,Delhi,T Nagar,Independent House,4,2965,168.23307852264574,1997,3,0,Unfurnished,0,10,11,South,Third+,Under Construction,Yes,Basic,Poor,5673.965548824477,28,247.18958571982253,0
Telangana,Mumbai,Connaught Place,Apartment,1,1671,356.33567412898685,2019,5,3,Unfurnished,2,19,23,North,Second,Under Construction,Yes,"Gym, Pool, Park",Good,21324.696237521654,6,523.5740107631759,0
Telangana,Ahmedabad,Koramangala,Penthouse,3,1197,433.6002841655616,2001,1,1,Semi-Furnished,3,1,8,South,Third+,Ready to move,Yes,Luxury,Poor,36223.916805811336,24,637.1010716329184,0
Karnataka,Mumbai,Bandra,Apartment,3,1680,117.25553633416483,2009,3,4,Unfurnished,1,0,11,North,First,Ready to move,Yes,"Gym, Pool",Excellent,6979.496210366954,16,172.286851696031,1
Karnataka,Bangalore,Andheri,Independent House,5,2987,191.1095192709596,2004,4,3,Unfurnished,1,22,14,East,Second,Ready to move,Yes,"Gym, Pool",Poor,6398.042158384988,21,280.8025824085717,1
Telangana,Chennai,T Nagar,Independent House,2,816,490.30888346689045,2006,8,2,Unfurnished,2,11,14,North,Second,Ready to move,Yes,Luxury,Excellent,60086.872973883634,19,720.4246087823617,1
Delhi,Mumbai,Andheri,Penthouse,2,2500,491.9449111021813,2006,8,3,Semi-Furnished,2,6,4,East,Third+,Under Construction,Yes,"Gym, Pool",Poor,19677.796444087253,19,722.8284701213154,0
Delhi,Pune,Bandra,Villa,4,2187,127.1503665410902,2013,7,0,Unfurnished,0,18,20,West,First,Ready to move,Yes,Luxury,Good,5813.917080068139,12,186.8256035342352,1
Tamil Nadu,Chennai,T Nagar,Penthouse,2,437,51.894002668461496,2013,3,6,Furnished,3,4,9,South,First,Ready to move,Yes,Basic,Average,11875.057818869907,12,76.24931513830462,1
Gujarat,Hyderabad,Bandra,Villa,3,2755,150.04237342882539,2009,5,4,Furnished,2,11,8,West,Second,Ready to move,Yes,"Gym, Pool, Park",Poor,5446.184153496384,16,220.4614719886835,1
Tamil Nadu,Chennai,Connaught Place,Apartment,2,1245,210.9113395057699,2015,6,4,Furnished,1,13,15,West,Second,Under Construction,Yes,"Gym, Pool",Excellent,16940.669839820872,10,309.8979528513249,1
Gujarat,Pune,Connaught Place,Villa,2,1297,231.68268844695857,2015,0,2,Furnished,2,6,27,West,Third+,Under Construction,Yes,Luxury,Excellent,17862.967497837977,10,340.4178790436233,0
Karnataka,Delhi,Connaught Place,Penthouse,3,452,317.02702751860335,2020,0,4,Semi-Furnished,3,7,20,East,First,Ready to move,Yes,"Gym, Pool, Park",Poor,70138.72290234588,5,465.8167126375303,0
Maharashtra,Pune,Bandra,Villa,2,1005,451.76132486314225,1999,3,1,Unfurnished,3,13,6,South,Second,Ready to move,No,Luxury,Excellent,44951.37560827286,26,663.7855986337811,1
Tamil Nadu,Pune,Bandra,Independent House,3,851,178.56704571543798,2022,2,4,Furnished,2,11,25,West,First,Ready to move,Yes,"Gym, Pool",Excellent,20983.20161168484,3,262.37357386092225,1
Tamil Nadu,Delhi,Bandra,Apartment,1,860,427.9925770396201,2007,9,5,Unfurnished,2,8,16,West,Second,Ready to move,Yes,"Gym, Pool, Park",Excellent,49766.57872553721,18,628.861510106301,0
Gujarat,Delhi,Andheri,Independent House,2,1174,64.86988204478092,2019,3,2,Unfurnished,3,9,16,North,Third+,Ready to move,No,"Gym, Pool",Excellent,5525.543615398716,6,95.31513902710084,1
Karnataka,Delhi,Bandra,Independent House,2,2258,40.09985550714306,2003,8,4,Semi-Furnished,3,9,29,North,Second,Ready to move,Yes,"Gym, Pool, Park",Poor,1775.9014839301622,22,58.91984357226843,1
Karnataka,Delhi,Connaught Place,Independent House,3,1560,261.9416878992614,2016,1,3,Unfurnished,0,0,14,South,Second,Ready to move,Yes,"Gym, Pool, Park",Good,16791.133839696246,9,384.8782765147677,1
Gujarat,Delhi,Koramangala,Independent House,2,1795,48.637867198690344,2021,3,0,Furnished,2,24,28,North,Second,Ready to move,Yes,Luxury,Good,2709.630484606704,4,71.46498387070551,1
Karnataka,Pune,Bandra,Villa,3,2842,208.39510459243047,2021,6,5,Furnished,2,21,15,East,Third+,Under Construction,Yes,"Gym, Pool, Park",Excellent,7332.6919279532185,4,306.2007782453308,1
Telangana,Bangalore,Koramangala,Independent House,3,1460,450.4534960972325,2017,1,5,Semi-Furnished,2,5,22,East,Third+,Under Construction,Yes,Basic,Average,30852.979184741955,8,661.8639691083832,0
Delhi,Bangalore,Connaught Place,Villa,3,2077,135.91185737958722,2004,7,3,Furnished,1,13,27,East,Third+,Ready to move,Yes,"Gym, Pool",Poor,6543.661886354705,21,199.69910801786486,1
Telangana,Mumbai,Bandra,Independent House,3,3479,358.8683720599535,2002,9,6,Furnished,0,22,21,West,Second,Ready to move,Yes,Luxury,Poor,10315.273701062188,23,527.2953749431986,1
Maharashtra,Bangalore,Andheri,Penthouse,2,3094,165.1353883472321,2003,3,5,Semi-Furnished,3,8,12,South,Second,Ready to move,Yes,"Gym, Pool, Park",Average,5337.278227124502,22,242.63806257185976,1
Tamil Nadu,Hyderabad,Andheri,Independent House,2,2710,41.56162651622509,2000,8,1,Semi-Furnished,0,22,23,East,First,Ready to move,No,Basic,Poor,1533.6393548422543,25,61.067664757764916,1
Maharashtra,Bangalore,Koramangala,Penthouse,3,3079,287.2114790769485,2018,0,1,Furnished,1,22,18,East,Third+,Ready to move,Yes,Basic,Average,9328.076618283483,7,422.0078901870163,1
Tamil Nadu,Pune,Whitefield,Villa,1,1682,420.72967545764084,2012,6,0,Semi-Furnished,0,11,24,East,Third+,Ready to move,Yes,Basic,Good,25013.654902356768,13,618.1899248928638,0
Delhi,Delhi,Andheri,Apartment,4,1746,216.54485520445732,2004,0,0,Semi-Furnished,1,18,11,East,Second,Under Construction,Yes,Luxury,Good,12402.339931526765,21,318.1754356384999,0
Karnataka,Delhi,Andheri,Villa,4,2977,316.30103669988176,2018,9,0,Furnished,0,24,7,East,Third+,Ready to move,Yes,"Gym, Pool, Park",Good,10624.824880748463,7,464.74999394408366,1
Telangana,Ahmedabad,Andheri,Apartment,2,2748,452.01132687570845,2009,8,0,Furnished,0,19,6,East,First,Ready to move,Yes,"Gym, Pool, Park",Good,16448.738241474108,16,664.1529336101011,1
Gujarat,Ahmedabad,Connaught Place,Apartment,3,2288,399.0533661137541,2007,9,4,Semi-Furnished,0,21,3,South,Third+,Ready to move,Yes,Basic,Excellent,17441.14362385289,18,586.3403149724888,1
Telangana,Ahmedabad,Andheri,Independent House,4,884,113.06067170855327,2005,9,7,Unfurnished,2,22,9,East,Third+,Under Construction,No,Luxury,Excellent,12789.668745311455,20,166.12321932324483,1
Delhi,Pune,T Nagar,Apartment,2,491,372.0243004952028,1996,0,5,Unfurnished,3,11,15,South,Third+,Under Construction,Yes,"Gym, Pool",Poor,75768.69663853417,29,546.6257499694818,0
Maharashtra,Hyderabad,Bandra,Villa,3,1587,260.90865207687295,2002,2,3,Furnished,0,24,2,South,First,Ready to move,Yes,"Gym, Pool, Park",Average,16440.36875090567,23,383.3604079765922,0
Gujarat,Bangalore,Andheri,Independent House,1,1758,378.0640677853207,2012,6,1,Furnished,2,12,4,South,First,Ready to move,Yes,"Gym, Pool, Park",Average,21505.350841030755,13,555.5001496261903,0
Karnataka,Pune,Whitefield,Apartment,3,2762,257.36746425066474,1997,0,4,Unfurnished,2,2,2,East,Third+,Ready to move,Yes,"Gym, Pool",Excellent,9318.15583818482,28,378.1572412783221,1
Delhi,Mumbai,Whitefield,Villa,4,2337,81.41991877198537,2017,4,0,Semi-Furnished,2,10,6,East,First,Ready to move,No,"Gym, Pool, Park",Average,3483.950311167538,8,119.63257266245353,1
Gujarat,Delhi,Andheri,Apartment,3,3392,293.5565344108348,2021,5,2,Unfurnished,1,1,12,South,Second,Ready to move,No,"Gym, Pool",Good,8654.378962583573,4,431.3308581379451,1
Delhi,Ahmedabad,Andheri,Apartment,3,2685,256.22431635072314,2019,2,2,Unfurnished,0,17,7,South,Third+,Ready to move,Yes,"Gym, Pool",Average,9542.805078239222,6,376.477581973003,1
Delhi,Chennai,T Nagar,Independent House,4,2109,268.60243214789205,1997,5,3,Furnished,3,17,9,East,First,Under Construction,Yes,"Gym, Pool, Park",Good,12736.009110853107,28,394.6650950516649,1
Karnataka,Mumbai,Andheri,Independent House,3,2530,441.8731777500177,2015,3,1,Semi-Furnished,0,24,6,North,First,Ready to move,Yes,Basic,Poor,17465.342994071845,10,649.2566664529384,0
Tamil Nadu,Ahmedabad,Andheri,Villa,3,3116,449.52178241900066,2019,5,7,Unfurnished,0,23,22,North,First,Under Construction,No,"Gym, Pool, Park",Average,14426.244621919148,6,660.4949760414186,0
Gujarat,Hyderabad,Bandra,Independent House,3,2389,237.6978112475448,2001,5,6,Semi-Furnished,3,24,5,North,Second,Ready to move,Yes,Basic,Good,9949.678160215353,24,349.25606785992454,1
Karnataka,Mumbai,Whitefield,Independent House,3,577,238.75137981444243,2012,3,1,Furnished,2,8,26,East,First,Under Construction,Yes,"Gym, Pool, Park",Poor,41378.055427113075,13,350.8041057361012,0
Delhi,Pune,T Nagar,Penthouse,4,649,267.28974025885566,2015,0,3,Unfurnished,0,0,27,South,Second,Ready to move,No,Luxury,Poor,41184.85982416882,10,392.73632000291605,0
Karnataka,Bangalore,Whitefield,Penthouse,5,1164,269.40285360044334,2015,2,6,Furnished,2,15,28,North,Second,Ready to move,Yes,Basic,Poor,23144.57505158448,10,395.8411767651715,0
Tamil Nadu,Delhi,T Nagar,Villa,3,3114,476.1858292059741,2003,9,0,Unfurnished,2,24,26,West,First,Under Construction,Yes,"Gym, Pool",Average,15291.773577584267,22,699.6732086266275,0
Telangana,Hyderabad,Whitefield,Independent House,3,3350,331.7122243411969,2012,6,7,Semi-Furnished,2,0,4,West,Second,Ready to move,Yes,Basic,Good,9901.857443020803,13,487.39408464230115,1
Gujarat,Hyderabad,Andheri,Villa,1,490,153.1793575462131,1995,1,0,Furnished,3,20,10,South,First,Ready to move,Yes,Basic,Excellent,31261.093376778186,30,225.07073082883696,0
Tamil Nadu,Chennai,Whitefield,Penthouse,4,738,275.13766253791516,1998,3,7,Semi-Furnished,2,19,27,West,First,Ready to move,Yes,"Gym, Pool, Park",Excellent,37281.52608914839,27,404.26749255208244,0
Maharashtra,Mumbai,Whitefield,Penthouse,3,2061,321.0673197958318,1998,5,5,Unfurnished,0,23,20,East,First,Ready to move,Yes,Luxury,Good,15578.22997553769,27,471.75322751894026,1
Gujarat,Chennai,T Nagar,Penthouse,3,2272,327.09042608670296,2011,4,1,Furnished,2,4,4,West,Third+,Ready to move,Yes,"Gym, Pool",Poor,14396.585655224602,14,480.603146701668,0
